Harald Körner Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Wolfgang Fricke Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
E.Mangold Inh. H. Baßler Schlosserei Edelstahlverarbeitung Stahlbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gebr. Schulz GbR Metallwarenfabrik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
VSM-Metallbau e. K. Inh. Viktor Steinhauer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Riedmüller Schlosserei-Metallbau e.K Kompetenz in Metall	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Ullrich Padutsch	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schweiß Technik Wieslauf GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Mech. Werkstätte Friedrich Pfeil	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Torsten Heyny Schlosserei Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Jürgen Wochinger Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ron Horwath Feinwerkmechanik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Konnerth & Co. GbR Inh.Hans Konnerth u. Klaus Ziegenbalg	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei-Metallbau Thomas Ebinger	Thomas Ebinger Schlosserei + Metallbau	Dr.-Hockertz-Str. 4	Thomas Ebinger	<Not Found>
Ikker Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schindler & Rube GmbH + Co. KG Feinwerkmechanik, Landmaschinenwerkstätte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Mayr + Hönes GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Härer Tiefbohrungen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alexander Hardt Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Lutz GmbH Tiefbohrungen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosser Probst e.K. Inh. Ralf Wolfer	Schlosser Probst e.K. Inh. Ralf Wolfer	Heugasse 20	Ralf Wolfer	<Not Found>
Schlosserei Peter Rubant	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schweizer Maschinen- und Vorrichtungsbau GmbH	Schweizer Maschinen- und Vorrichtungsbau GmbH	Teckstr. 39	Diplom-Ingenieur FH Jochen Karl Schweizer	<Not Found>
Hemminger Maschinenbau GmbH	Hemminger Maschinenbau GmbH	Ostfildern	Gerhard Hemminger	<Not Found>
Martin Weith Metall Beratung und Service	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Emil Arnold GmbH & Co.KG Mech. Werkstätte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Walter Müller	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Roeckle Neigungsmesstechnik e.K.	Roeckle Neigungsmesstechnik e.K.	Lichtäckerstr. 11	Christian Röckle	<Not Found>
Metallbau Schlosserei Roland Marx	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Resch Schlosserei Edelstahldesign Freude an Metall	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ayse Kaygun	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Mirac Yapar  Schlosserei Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallgestaltung Gustav Kenngott	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Reinhard Fritzsch Metallbau-Montagen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Beck GmbH Apparate-, Rohrleitungsbau und Schweißtechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei - Metallbau Prosi & Reif, Inh. A.Reif	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Tortechnik Sahan	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei - Metallbau Hans Ocker	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Projecta Inh. Stefan Kummer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Blum	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Frankentore e.K. Yücel Cetin	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Helmut Geisler Hydraulik + Pneumatikservice	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Werner Mitsch GmbH Blechbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ILLIG Maschinenbau GmbH & Co. KG	ILLIG Maschinenbau GmbH & Co. KG	Robert-Bosch-Str. 10	Ralf Werner Pacius	Oliver Wolff
Karl-Hermann Bauer Metallbau / Kunstschmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Max Brüttinger GmbH Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Heinz Neumann GmbH	Heinz Neumann GmbH	Heiner-Fleischmann-Str. 7	Heinz Neumann	Torsten Wilhelm Hösker
Draht-Buchäckert GmbH	DRAHT - Buchäckert GmbH		<Not Found>	<Not Found>
Waagen-Bau Eugen Lauf	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Zander Metallbau	Verwaltungsgesellschaft Zander Metallbau mbH	Schulstr. 141-143	Eckhard Zander	Marcus Zander
MBO Metallbau Obersulm GmbH & Co. KG Stahl-Alu-Glaskonstruktionen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Tor- und Antriebssysteme Arthur Nesensohn	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schauer Maschinenbau e. K.	Schauer Maschinenbau e.K.	Schafwiesenstr. 9	Siegmar Schauer	<Not Found>
Leihenseder Schlosserei Kunstschmiede - Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Zanon GmbH Zerspanungstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlinger & Schock GbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hoffer & Ryrych GmbH Stahl- und Hallenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Honecker Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
WISTA GmbH Perforating Tools and Machines	<Not Found>	<Not Found>	<Not Found>	<Not Found>
AluStar Sergio Emilio Pignataro Fußballtore & Mehr	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schiele GmbH Thermoplastik u. Formenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Siegfried Kempe GmbH Apparate- und Behälterbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Manfred Hagenbuch KG CNC-Bearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Sawall Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Nunzio Celentano Garagentore-Metallbau-Türen-Montagen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Rudolf Rieker GmbH Induktionshärterei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Heinz Röhrich Metall- u. Schweißtechnik GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kretschmar GmbH & Co. KG Formen - Werkzeugbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Jochen Adelhelm Landtechnik Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hirsekorn Metall- und Glasdesign	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ulrich Gurt Metallbau und Kunstschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Klaus Schumacher GmbH Mechan. Werkstätte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Werner Schaffert Sonnenschutz + Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Brettacher Industriebau GmbH	Brettacher Industriebau GmbH	Langenbrettach	<Not Found>	<Not Found>
Baierl GmbH Werkzeug- u. Apparatebau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Baumgärtner & Schulz Metallbau GbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Grammel GmbH Werkzeug- und Formenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hans Hermann Mechanische Werkstätte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Mack Metallbau GmbH	Mack Metallbau GmbH	Adolf-Heim-Str. 19	Michael Hammelehle	Thomas Rehländer
Reichert Metallverarbeitungs GmbH	Udo Reichardt Metallverarbeitung e. K.	55767 Niederhambach	Udo Reichardt	<Not Found>
HL-Transporte Snjezana Loncar	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Mechanische Werkstätte Jürgen Sinn	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Till Metall Jörg Till	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Tritthardt	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Merima Präzisions- Werkzeugbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Richard Wagner GmbH Maschinen- u. Vorrichtungsbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Ewald Burkhardt	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schmitt GmbH Werkzeug- u. Formenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ruchser Fensterbaumaschinen GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Martin Wöhr Fertigungstechnik GmbH & Co. KG	Wöhr Fertigungstechnik GmbH & Co. KG	Schleicherweg 20	Norman Wöhr	Martin Wöhr
Schlosserei Reiner Bahm	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Matthias Meidlinger GmbH Mech. Fertigung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei & Metallbau Baumann Michael Baumann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Assmann GmbH Sonderfahrzeuge	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Nagy GmbH & Co. KG	Nagy GmbH & Co. KG	Im Vorderen Burgfeld 11	Stefan Nagy	Kornelia Nagy
Werkzeugbau Saur GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schunk GmbH & Co.KG Spann- und Greiftechnik	Schunk GmbH & Co. KG Spann- und Greiftechnik	Bahnhofstr. 106-134	Jochen Ehmer	Thilo Karl Morlock
Heinz Altmann GmbH Leichtmetallgießerei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gerhard Haug Schmiede/Landmaschinen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Marcel Dröschel MD Montagen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Via sambua design Andreas Buyer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Eugen Lägler GmbH Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Klaus Sigmund Landmaschinen-Gartengeräte-Bauschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Suevia Haiges GmbH & Co. Maschinenfabrik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Erich Grau GmbH Stanzwerk für Elektrobleche	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Götz GmbH Schlosserei & Toranlagen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Hilmar Conz GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Jochen Obenland	<Not Found>	<Not Found>	<Not Found>	<Not Found>
PROSEN GmbH Fertigungstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Werner Mitschele GmbH Tieflochbohren	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kurt Schäfer Metallbau Inh. Jens Schulz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Maschinenbau MAS GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Beck GmbH Stahl- u. Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Werner Hofmeyer Werkzeugbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
PreTec GmbH & Co. KG	PreTec GmbH & Co. KG	Rodbachstr. 41	Claudia Preßler	Claudia Preßler-Durst
Hilligardt GmbH Mechan. Werkstätte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei und Stahlbau  Walter Fröhlcke	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Walter Krause GmbH	WALTER K R A U S E GMBH	Karlstr. 7	Peter Klaus Martin Krause	Frank Hermann Walter Krause
Peter Erhardt GmbH Dreherei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Helmut Ehle Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hartmut Wörz Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Hans Schöllmann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Josef Gruchmann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ilshofener Treppenbau Gebr. Abel GmbH	Ilshofener Treppenbau Gebrüder Abel GmbH	Eckartshäuserstr. 7	<Not Found>	<Not Found>
Schlosserei Fritz Heinz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Friedrich Schoch	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Frank Nachtigall GmbH Mech. Werkstatt	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Gerhard Kellermann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau ALWICO Hesterberg GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Walter Schenk GmbH Edelstahl- und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
XP STEFFEN Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlauch Metalltechnik Friedrich Schlauch	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Sozialth.Lebens-u.Arbeitsgemeinschaft Weckelweiler Metallwerkstatt	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Stoll GmbH Maschinenbau	Stoll GmbH Maschinenbau	Kirchberg an der Jagst-Gaggstatt	<Not Found>	<Not Found>
Landmaschinen-Metallverb. Ernst Präuner	<Not Found>	<Not Found>	<Not Found>	<Not Found>
E. Zimmermann GmbH Metallbearbeitung und Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Montagebau Karl Göbel e. K.	Montagebau Karl Göbel e.K.	Pfaffenmühlweg 86	Marco Göbel	<Not Found>
Klaus Schmid Schlosserei + Treppenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Joachim Britz Treppen- und Geländerbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Bernd Günther	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Scheu Design & Technik GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hofmann Metallbau GmbH	Metallbau Hofmann GmbH	Str. der Bergarbeiter 6B	Heidrun Hofmann	Constanze Hantke
Günther Luksch Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Klaus Dürr	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Landmaschinen Karl-Heinz Feucht	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Otto Ambrosch Schlosserei und Schmiedewerkstatt	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metall- und Fahrzeugbau Roland Gebert	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Timo Blumenschein Montagebau u. Metallverarbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bauschlosserei Dieter Grasberger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Manfred Merklinger GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Stahl-und Metallbau Schölch GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallverarbeitung Brodt	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Juss-Metallbau Inh. Roland Wild	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Peter Paul GmbH CNC-Dreh- u. Frästechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gramlich Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Erwin Maurer	Erwin Maurer GmbH Parkettverlegung	Alte Poststr. 23	<Not Found>	<Not Found>
Niedermayer Metallbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hestermann GmbH Stahl- und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Maurer GmbH Dreherei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Peter Vogel GmbH Stahl- und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kodin GmbH Werkzeug- u. Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Norbert Rüger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Marcell Ballweg Feinwerktechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Apia Zerspanung u. Montage GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Daniel Fürll Design in Metall	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Stahl- und Metallbau Udo Walter	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Krieger Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Rössler GmbH & Co. KG	Metallbau Rößler GmbH & Co.KG	Am Henschelberg 9	Bianca Rößler	Rainer Brenner
Bodach GbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Ulrich Haussecker	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Horch GmbH & Co. KG Stahlbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei & Metallbau Uwe Grothe	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dieter Eisinger CNC-Metallbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hammer Stahl-Manufaktur e.K.	Hammer Stahl-Manufaktur e.K.	Neulandstr. 19	Thomas Hammer	<Not Found>
Klaus Riedlberger Metallbau-Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
LWB Jugendeinrichtungen GmbH Stift Sunisheim	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Heller Maschinenbau CNC Technik GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Grob GmbH Antriebstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Thomas Hennig Werkzeugmachermeister	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Claus Gilbert Metallbauermeister	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dieter Eisinger CNC-Metallbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Quest Innovative Zerspanung e. K.	Quest Innovative Zerspanung e.K. Inhaber Artur Schell	Bittelbronnerstr. 42	Artur Schell	<Not Found>
Swen Kramer Metallbau Stahlform Kramer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gerhard Haspel Bauelemente GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Konrad Kress GmbH Maschinen- u. Mühlenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Herbert Pallentin GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Joachim Naumann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Klaus Kreth Schlossermeister	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ZUCK Karosserie- und Fahrzeugbau e.K. Inh. Christian Zuck	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Rainer Kuch Kunstschmiede und Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ludwig Reißner GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Helmut Engert Bauschlosserarbeiten u. Sanitärinstallationen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
MetallwerQ Mayer Metallbau Klaus Mayer, Handel & Montagen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
MetallwerQ Metallbau Klaus Mayer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Pross & Schondelmaier GmbH Metallbau & Sonnenschutz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alu Bau Wolfgang Sartorius GmbH & Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Keppler GmbH Stahl- und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Ammann Metallgestaltung / Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dieter Höger Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Hachtel	Schlosserei Hachtel e.K.	Am Saalbach 3	Brigitte Hachtel	<Not Found>
Maschinenbau Ehehalt GmbH	Maschinenbau Ehehalt GmbH	Eppingen	Yvonne Ehehalt Hüber	<Not Found>
Kraut Metallbau	Metallbau Anton Kraut Inh. Dieter Buhl	Friedbergerstr. 23	Dieter Buhl	<Not Found>
Helmut Hebisch Inh. Isabella Schneider e.K. Blech & Metallbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bieberle Werkzeug- und Formenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Wolfgang Scheib Mechan. Werkstätte Werkzeugbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Max Dörr GmbH Förderanlagen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ZTW Zerspanungstechnik Walczok	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Schröder Stefan Schröder	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Mettler Metallbau e.K.	Mettler Metallbau e.K. Inh. Matthias Mettler	Geigerstr. 7	Matthias Mettler	<Not Found>
Reeck Metall Design	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Rolf Spittelmeister	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Roland Holder Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Seemann Inh. Harry Schmidt	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Glaser Willi & Leander Glaser	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernard Olujic Trade & Solution	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Deurer Metallbau Markus Deurer e.K.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Werner Obreiter Stahl- und Leichtmetallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Steinberg	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Gallenbach	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Stahl- und Metallbau Hoffmann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kappler GmbH & Co. KG	Kappler GmbH & Co. KG	Gewerbestr. 22	Alexander Roeth	<Not Found>
Harald Rottner Rottner Metalltechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Willi Jost Schlosserei u. Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Thomas Klingel	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Thomas Hagenlocher Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Treiber GmbH Zerspanungstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Riexinger Inh. Alfred Hofsäss	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Theurer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Braun Inh. Markus Braun	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gaiser Metallbau Inh. Alexander Gaiser	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Tobias & Samuel Dill GbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Zotzel Stahl-Metall-Maschinenbau GmbH & Co. KG	Zotzel Stahl-Metall-Maschinenbau GmbH & Co. KG	Hauptstr. 122	Andre Zotzel	Udo Zotzel
Bender Mechanik GmbH + Co. KG	Bender Mechanik GmbH & Co. KG	Im Unteren Ried 9	Nicole Schadow	<Not Found>
Bernd Kammerer Metallbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
NONNENMANN  Metallbau Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Daniel Moers Mech. Werkstätte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Miag GmbH Daniel Nuding	<Not Found>	<Not Found>	<Not Found>	<Not Found>
MOERS CNC-Technik Landmaschinen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dirk Schröter Hufbeschlag	<Not Found>	<Not Found>	<Not Found>	<Not Found>
KRIGA GmbH Stahl & Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Integral GmbH Schlosserei und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gernot Spindler Schlosserei Spindler	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Wilhelm Stahl- u. Metallbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Lepple	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Maunz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Sebastian Georgopoulos Neue Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Volker Off	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ELMER Metallbau Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
